"299"," JUAN DE MATA SUAREZ ","9","1"
"300"," TINAQUILLO ","9","2"
"301"," EL BAUL ","9","3"
"302"," SUCRE ","9","3"
"303"," MACAPO ","9","4"
"304"," LA AGUADITA ","9","4"
"305"," EL PAO ","9","5"
"306"," LIBERTAD DE COJEDES ","9","6"
"307"," EL AMPARO ","9","6"
"308"," ROMULO GALLEGOS ","9","7"
"309"," SAN CARLOS DE AUSTRIA ","9","8"
"310"," JUAN ANGEL BRAVO ","9","8"
"311"," MANUEL MANRIQUE ","9","8"
"312"," GENERAL JOSE LAURENCIO SILVA ","9","9"
"313"," CURIAPO ","10","1"
"314"," ALMIRANTE LUIS BRION ","10","1"
"315"," FRANCISCO ANICETO LUGO ","10","1"
"316"," MANUEL RENAUD ","10","1"
"317"," PADRE BARRAL ","10","1"
"318"," SANTOS DE ABELGAS ","10","1"
"319"," IMATACA ","10","2"
"320"," CINCO DE JULIO ","10","2"
"321"," JUAN BAUTISTA ARISMENDI ","10","2"
"322"," MANUEL PIAR ","10","2"
"323"," ROMULO GALLEGOS ","10","2"
"324"," PEDERNALES ","10","3"
"325"," LUIS BELTRAN PRIETO FIGUEROA ","10","3"
"326"," SAN JOSE ","10","4"
"327"," JOSE VIDAL MARCANO ","10","4"
"328"," JUAN MILLAN ","10","4"
"329"," LEONARDO RUIZ PINEDA ","10","4"
"330"," MARISCAL ANTONIO JOSE DE SUCRE ","10","4"
"331"," MARIA DE LA C PALACIOS BLANCO ","10","4"
"332"," SAN RAFAEL ","10","4"
"333"," VIRGEN DEL VALLE ","10","4"
"334"," SAN JUAN DE LOS CAYOS ","11","1"
"335"," CAPADARE ","11","1"
"336"," LA PASTORA ","11","1"
"337"," LIBERTADOR ","11","1"
"338"," SAN LUIS ","11","2"
"339"," ARACUA ","11","2"
"340"," LA PE&#209","0","11"
"341"," CAPATARIDA ","11","3"
"342"," BARIRO ","11","3"
"343"," BOROJO ","11","3"
"344"," GUAJIRO ","11","3"
"345"," SEQUE ","11","3"
"346"," ZAZARIDA ","11","3"
"347"," CAPITAL CACIQUE MANAURE ","11","4"
"348"," CARIRUBANA ","11","5"
"349"," NORTE ","11","5"
"350"," PUNTA CARDON ","11","5"
"351"," SANTA ANA ","11","5"
"352"," LA VELA DE CORO ","11","6"
"353"," ACURIGUA ","11","6"
"354"," GUAIBACOA ","11","6"
"355"," LAS CALDERAS ","11","6"
"356"," MACORUCA ","11","6"
"357"," CAPITAL DABAJURO ","11","7"
"358"," PEDREGAL ","11","8"
"359"," AGUA CLARA ","11","8"
"360"," AVARIA ","11","8"
"361"," PIEDRA GRANDE ","11","8"
"362"," PURURECHE ","11","8"
"363"," PUEBLO NUEVO ","11","9"
"364"," ADICORA ","11","9"
"365"," BARAIVED ","11","9"
"366"," BUENA VISTA ","11","9"
"367"," JADACAQUIVA ","11","9"
"368"," MORUY ","11","9"
"369"," ADAURE ","11","9"
"370"," EL CAFE ","11","9"
"371"," EL VINCULO ","11","9"
"372"," CHURUGUARA ","11","10"
"373"," AGUA LARGA ","11","10"
"374"," EL PAUJI ","11","10"
"375"," INDEPENDENCIA ","11","10"
"376"," MAPARARI ","11","10"
"377"," JACURA ","11","11"
"378"," AGUA LINDA ","11","11"
"379"," ARAURIMA ","11","11"
"380"," LEONCIO MARTINEZ ","11","12"
"381"," JUDIBANA ","11","12"
"382"," MENE DE MAUROA ","11","13"
"383"," CASIGUA ","11","13"
"384"," SAN FELIX ","11","13"
"385"," SAN ANTONIO ","11","14"
"386"," SAN GABRIEL ","11","14"
"387"," SANTA ANA ","11","14"
"388"," GUZMAN GUILLERMO ","11","14"
"389"," MITARE ","11","14"
"390"," RIO SECO ","11","14"
"391"," SABANETA ","11","14"
"392"," CHICHIRIVICHE ","11","119"
"393"," BOCA DE TOCUYO ","11","15"
"394"," TOCUYO DE LA COSTA ","11","15"
"395"," CAPITAL PALMASOLA ","11","16"
"396"," CABURE ","11","17"
"397"," COLINA ","11","17"
"398"," CONCEPCION ","11","17"
"399"," PIRITU ","11","18"
"400"," SAN JOSE DE LA COSTA ","11","18"
"401"," CAPITAL SAN FRANCISCO ","11","19"
"402"," TUCACAS ","11","20"
"403"," BOCA DE AROA ","11","20"
"404"," SUCRE ","11","21"
"405"," PECAYA ","11","21"
"406"," CAPITAL TOCOPERO ","11","22"
"407"," SANTA CRUZ DE BUCARAL ","11","23"
"408"," EL CHARAL ","11","23"
"409"," LAS VEGAS DEL TUY ","11","23"
"410"," URUMACO ","11","24"
"411"," BRUZUAL ","11","24"
"412"," PUERTO CUMAREBO ","11","25"
"413"," LA CIENAGA ","11","25"
"414"," LA SOLEDAD ","11","25"
"415"," PUEBLO CUMAREBO ","11","25"
"416"," ZAZARIDA ","11","25"
"417"," CAPITAL CAMAGUAN ","12","1"
"418"," PUERTO MIRANDA ","12","1"
"419"," UVERITO ","12","1"
"420"," CHAGUARAMAS ","12","2"
"421"," EL SOCORRO ","12","3"
"422"," CAPITAL S GERONIM. DE GUAYABAL ","12","4"
"423"," CAZORLA ","12","4"
"424"," CAPITAL VALLE DE LA PASCUA ","12","5"
"425"," ESPINO ","12","5"
"426"," CAPITAL LAS MERCEDES ","12","6"
"427"," CABRUTA ","12","6"
"428"," SANTA RITA DE MANAPIRE ","12","6"
"429"," CAPITAL EL SOMBRERO ","12","7"
"430"," SOSA ","12","7"
"431"," CAPITAL CALABOZO ","12","8"
"432"," EL CALVARIO ","12","8"
"433"," EL RASTRO ","12","8"
"434"," GUARDATINAJAS ","12","8"
"435"," CAPITAL ALTAGRACIA DE ORITUCO ","12","9"
"436"," LA UNION ","12","9"
"437"," LIBERTAD DE ORITUCO ","12","9"
"438"," PASO REAL DE MACAIRA ","12","9"
"439"," SAN FRANCISCO DE MACAIRA ","12","9"
"440"," SAN RAFAEL DE ORITUCO ","12","9"
"441"," SOUBLETTE ","12","9"
"442"," CAPITAL JUSTO BRICE&#209","0","12"
"443"," SAN FRANCISCO DE TIZNADOS ","12","10"
"444"," SAN JOSE DE TIZNADOS ","12","10"
"445"," SAN LORENZO DE TIZNADOS ","12","10"
"446"," CAPITAL TUCUPIDO ","12","11"
"447"," SAN RAFAEL DE LAYA ","12","11"
"448"," CAPITAL SAN JUAN DE LOS MORROS ","12","12"
"449"," CANTAGALLO ","12","12"
"450"," PARAPARA ","12","12"
"451"," SAN JOSE DE GUARIBE ","12","13"
"452"," CAPITAL SANTA MARIA DE IPIRE ","12","14"
"453"," ALTAMIRA ","12","14"
"454"," CAPITAL SIMON RODRIGUEZ ","12","15"
"455"," SAN JOSE DE UNARE ","12","15"
"456"," PIO TAMAYO ","13","1"
"457"," QUEBRADA HONDA DE GUACHE ","13","1"
"458"," YACAMBU ","13","1"
"459"," FREITEZ ","13","2"
"460"," JOSE MARIA BLANCO ","13","2"
"461"," CATEDRAL ","13","3"
"462"," CONCEPCION ","13","3"
"463"," EL CUJI ","13","3"
"464"," JUAN DE VILLEGAS ","13","3"
"465"," SANTA ROSA ","13","3"
"466"," TAMACA ","13","3"
"467"," UNION ","13","3"
"468"," AGUEDO FELIPE ALVARADO ","13","3"
"469"," BUENA VISTA ","13","3"
"470"," JUAREZ ","13","3"
"471"," JUAN BAUTISTA RODRIGUEZ ","13","4"
"472"," CUARA ","13","4"
"473"," DIEGO DE LOZADA ","13","4"
"474"," PARAISO DE SAN JOSE ","13","4"
"475"," SAN MIGUEL ","13","4"
"476"," TINTORERO ","13","4"
"477"," JOSE BERNARDO DORANTE ","13","4"
"478"," CORONEL MARIANO PERAZA ","13","4"
"479"," BOLIVAR ","13","5"
"480"," ANZOATEGUI ","13","5"
"481"," GERMAN RIOS LINARES ","13","5"
"482"," HILARIO LUNA Y LUNA ","13","5"
"483"," HUMOCARO ALTO ","13","5"
"484"," HUMOCARO BAJO ","13","5"
"485"," LA CANDELARIA ","13","5"
"486"," MORAN ","13","5"
"487"," CABUDARE ","13","6"
"488"," JOSE GREGORIO BASTIDAS ","13","6"
"489"," AGUA VIVA ","13","6"
"490"," SARARE ","13","7"
"491"," BURIA ","13","7"
"492"," GUSTAVO VEGAS LEON ","13","7"
"493"," TRINIDAD SAMUEL ","13","8"
"494"," ANTONIO DIAZ ","13","8"
"495"," CAMACARO ","13","8"
"496"," CASTA&#209","0","13"
"497"," CECILIO ZUBILLAGA ","13","8"
"498"," CHIQUINQUIRA ","13","8"
"499"," EL BLANCO ","13","8"
"500"," ESPINOZA DE LOS MONTEROS ","13","8"
"501"," LARA ","13","8"
"502"," LAS MERCEDES ","13","8"
"503"," MANUEL MORILLO ","13","8"
"504"," MONTA&#209","0","13"
"505"," MONTES DE OCA ","13","8"
"506"," TORRES ","13","8"
"507"," REYES VARGAS ","13","8"
"508"," ALTAGRACIA ","13","8"
"509"," SIQUISIQUE ","13","9"
"510"," MOROTURO ","13","9"
"511"," SAN MIGUEL ","13","9"
"512"," XAGUAS ","13","9"
"513"," PRESIDENTE BETANCOURT ","14","1"
"514"," PRESIDENTE PAEZ ","14","1"
"515"," PRESIDENTE ROMULO GALLEGOS ","14","1"
"516"," GABRIEL PICON GONZALEZ ","14","1"
"517"," HECTOR AMABLE MORA ","14","1"
"518"," IDELFONSO VASQUEZ ","14","1"
"519"," PULIDO MENDEZ ","14","1"
"520"," CAPITAL ANDRES BELLO ","14","2"
"521"," CAPITAL ANTONIO PINTO SALINAS ","14","3"
"522"," MESA BOLIVAR ","14","3"
"523"," MESA DE LAS PALMAS ","14","3"
"524"," CAPITAL ARICAGUA ","14","4"
"525"," SAN ANTONIO ","14","4"
"526"," CAPITAL ARZOBISPO CHACON ","14","5"
"527"," CAPURI ","14","5"
"528"," CHACANTA ","14","5"
"529"," EL MOLINO ","14","5"
"530"," GUAIMARAL ","14","5"
"531"," MUCUTUY ","14","5"
"532"," MUCUCHACHI ","14","5"
"533"," FERNANDEZ PE&#209","0","14"
"534"," MATRIZ ","14","6"
"535"," MONTALBAN ","14","6"
"536"," ACEQUIAS ","14","6"
"537"," JAJI ","14","6"
"538"," LA MESA ","14","6"
"539"," SAN JOSE DEL SUR ","14","6"
"540"," CAPITAL CARACCIOLO PARRA OLMED ","14","7"
"541"," FLORENCIO RAMIREZ ","14","7"
"542"," CAPITAL CARDENAL QUINTERO ","14","8"
"543"," LAS PIEDRAS ","14","8"
"544"," CAPITAL GUARAQUE ","14","9"
"545"," MESA DE QUINTERO ","14","9"
"546"," RIO NEGRO ","14","9"
"547"," CAPITAL JULIO CESAR SALAS ","14","10"
"548"," PALMIRA ","14","10"
"549"," CAPITAL JUSTO BRICE&#209","0","14"
"550"," SAN CRISTOBAL DE TORONDOY ","14","11"
"551"," ANTONIO SPINETTI DINI ","14","12"
"552"," ARIAS ","14","12"
"553"," CARACCIOLO PARRA PEREZ ","14","12"
"554"," DOMINGO PE&#209","0","14"
"555"," EL LLANO ","14","12"
"556"," GONZALO PICON FEBRES ","14","12"
"557"," JACINTO PLAZA ","14","12"
"558"," JUAN RODRIGUEZ SUAREZ ","14","12"
"559"," LASSO DE LA VEGA ","14","12"
"560"," MARIANO PICON SALAS ","14","12"
"561"," MILLA ","14","12"
"562"," OSUNA RODRIGUEZ ","14","12"
"563"," SAGRARIO ","14","12"
"564"," EL MORRO ","14","12"
"565"," LOS NEVADOS ","14","12"
"566"," CAPITAL MIRANDA ","14","13"
"567"," ANDRES ELOY BLANCO ","14","13"
"568"," LA VENTA ","14","13"
"569"," PI&#209","0","14"
"570"," CAPITAL OBISPO RAMOS DE LORA ","14","14"
"571"," EL PAUJI ","14","14"
"572"," SAN RAFAEL DE ALCAZAR ","14","14"
"573"," CAPITAL PADRE NOGUERA ","14","15"
"574"," CAPITAL PUEBLO LLANO ","14","16"
"575"," CAPITAL RANGEL ","14","17"
"576"," CACUTE ","14","17"
"577"," LA TOMA ","14","17"
"578"," MUCURUBA ","14","17"
"579"," SAN RAFAEL ","14","17"
"580"," CAPITAL RIVAS DAVILA ","14","18"
"581"," GERONIMO MALDONADO ","14","18"
"582"," CAPITAL SANTOS MARQUINA ","14","19"
"583"," CAPITAL SUCRE ","14","20"
"584"," CHIGUARA ","14","20"
"585"," ESTANQUEZ ","14","20"
"586"," LA TRAMPA ","14","20"
"587"," PUEBLO NUEVO DEL SUR ","14","20"
"588"," SAN JUAN ","14","20"
"589"," EL AMPARO ","14","21"
"590"," EL LLANO ","14","21"
"591"," SAN FRANCISCO ","14","21"
"592"," TOVAR ","14","21"
"593"," CAPITAL TULIO FEBRES CORDERO ","14","22"
"594"," INDEPENDENCIA ","14","22"
"595"," MARIA DE LA C PALACIOS BLANCO ","14","22"
"596"," SANTA APOLONIA ","14","22"
"597"," CAPITAL ZEA ","14","23"
"598"," CA&#209","0","14"
"599"," CAUCAGUA ","7","177"
"600"," ARAGUITA ","7","1"
"601"," AREVALO GONZALEZ ","7","1"
"602"," CAPAYA ","7","1"
"603"," EL CAFE ","7","1"
"604"," MARIZAPA ","7","1"
"605"," PANAQUIRE ","7","1"
"606"," RIBAS ","7","1"
"607"," SAN JOSE DE BARLOVENTO ","7","2"
"608"," CUMBO ","7","2"
"609"," BARUTA ","7","337"
"610"," EL CAFETAL ","7","337"
"611"," LAS MINAS DE BARUTA ","7","3"
"612"," HIGUEROTE ","7","4"
"613"," CURIEPE ","7","4"
"614"," TACARIGUA ","7","4"
"615"," MAMPORAL ","7","5"
"616"," CARRIZAL ","7","182"
"617"," CHACAO ","7","183"
"618"," CHARALLAVE ","7","184"
"619"," LAS BRISAS ","7","8"
"620"," EL HATILLO ","7","9"
"621"," LOS TEQUES ","7","10"
"622"," ALTAGRACIA DE LA MONTA&#209","0","7"
"623"," CECILIO ACOSTA ","7","186"
"624"," EL JARILLO ","7","10"
"625"," PARACOTOS ","7","10"
"626"," SAN PEDRO ","7","10"
"627"," TACATA ","7","10"
"628"," SANTA TERESA DEL TUY ","7","11"
"629"," EL CARTANAL ","7","11"
"630"," OCUMARE DEL TUY ","7","12"
"631"," LA DEMOCRACIA ","7","12"
"632"," SANTA BARBARA ","7","12"
"633"," SAN ANTONIO DE LOS ALTOS ","7","13"
"634"," RIO CHICO ","7","14"
"635"," EL GUAPO ","7","14"
"636"," TACARIGUA DE LA LAGUNA ","7","14"
"637"," PAPARO ","7","14"
"638"," SAN FERNANDO DEL GUAPO ","7","14"
"639"," SANTA LUCIA ","7","15"
"640"," CUPIRA ","7","16"
"641"," MACHURUCUTO ","7","16"
"642"," GUARENAS ","7","17"
"643"," SAN FRANCISCO DE YARE ","7","18"
"644"," SAN ANTONIO DE YARE ","7","18"
"645"," PETARE ","7","19"
"646"," CAUCAGUITA ","7","19"
"647"," FILA DE MARICHES ","7","19"
"648"," LA DOLORITA ","7","19"
"649"," LEONCIO MARTINEZ ","7","19"
"650"," CUA ","7","20"
"651"," NUEVA CUA ","7","20"
"652"," GUATIRE ","7","21"
